price,type,sqfeet,beds,baths,smoking_allowed,wheelchair_access,electric_vehicle_charge,comes_furnished,laundry_options,parking_options,state,pets_allowed
1250,1,1545,3,2,1,0,0,0,3,0,12,0
625,3,750,2,1,1,0,0,0,1,4,27,0
997,3,773,1,1,0,0,0,0,4,4,29,1
759,0,1250,3,2,1,0,0,0,1,4,10,1
885,3,945,2,1,1,0,0,0,0,4,22,1
799,1,1024,2,1,1,0,0,0,3,1,16,1
908,1,1200,3,1,1,0,0,0,3,4,22,1
1040,3,825,2,1,1,0,0,0,1,4,19,1
685,3,958,2,1,1,1,0,0,1,4,25,1
575,3,627,1,1,1,0,0,0,1,4,25,1
987,3,1017,2,2,0,0,0,0,4,4,29,1
1150,1,1100,2,1,1,0,0,1,0,1,17,1
750,1,800,2,1,1,0,0,0,3,4,10,0
1110,2,1037,2,2,0,0,0,0,4,1,37,1
800,1,1500,2,1,0,0,0,0,4,4,35,0
2349,3,1048,1,1,0,1,0,0,4,2,19,1
1000,1,1150,2,2,0,0,0,0,4,4,18,0
750,1,800,2,1,1,0,0,0,3,0,10,0
719,2,815,2,1,1,0,0,0,1,4,35,1
1519,1,2186,3,2,1,0,0,0,3,0,27,1
855,3,937,2,1,1,0,0,0,0,1,22,1
1800,3,602,1,1,0,0,0,0,1,4,19,1
719,3,700,1,1,0,0,0,0,3,1,27,1
1032,1,1400,3,1,1,0,0,0,3,4,22,1
1200,1,936,3,1,0,0,0,0,4,4,14,1
1,2,1092,3,2,1,0,0,0,3,1,32,1
599,0,1040,2,2,1,0,0,0,1,4,10,1
999,1,1216,3,2,1,0,0,0,1,4,15,1
750,1,800,2,1,1,0,0,0,3,4,10,0
1350,1,1423,3,2,0,0,0,0,4,0,13,0
650,3,710,1,1,1,0,0,0,1,4,23,1
763,0,537,1,1,1,0,0,0,4,4,15,1
959,3,910,2,1,0,0,0,0,1,4,22,1
1100,1,800,2,1,1,0,0,0,4,1,13,1
505,2,625,1,1,0,0,0,0,1,4,35,1
1950,1,1590,2,1,0,1,0,0,4,0,24,1
595,2,825,2,1,1,0,0,0,1,4,35,0
2260,1,1105,2,2,0,0,0,0,4,4,19,1
765,3,795,1,1,0,0,0,0,3,1,27,1
919,3,896,2,1,1,0,0,0,0,1,22,1
2990,2,1195,2,2,0,1,0,0,4,0,34,1
935,2,1050,2,2,0,0,0,0,4,2,28,0
1134,3,917,1,1,0,0,0,0,4,0,23,1
795,3,800,2,1,0,1,0,0,4,4,22,0
1214,3,1378,3,2,1,0,0,0,4,5,27,1
1750,0,779,2,2,0,0,0,1,4,0,14,0
1750,0,779,2,2,0,0,0,1,4,0,14,0
970,2,1070,3,1,1,0,0,0,0,4,35,1
559,0,759,1,1,1,0,0,0,1,4,10,1
1550,3,936,2,1,0,0,0,0,1,4,19,0
1750,0,779,2,2,0,0,0,1,4,0,14,0
1399,0,1100,2,2,0,0,0,0,4,4,15,0
820,0,925,2,1,1,0,0,0,1,4,10,1
1269,1,1248,2,1,1,0,0,0,4,0,23,1
1134,3,917,1,1,0,0,0,0,4,0,23,1
875,3,850,1,1,1,0,0,0,3,4,22,1
395,0,1260,4,2,1,1,0,1,1,4,13,1
995,1,942,3,1,0,0,0,0,3,0,14,1
1018,3,1023,3,1,1,0,0,0,1,4,26,0
975,1,1100,3,1,0,0,0,0,3,1,18,1
650,1,611,2,1,0,0,0,0,3,2,22,0
790,2,950,2,2,1,0,0,0,3,4,34,0
1251,2,820,1,1,1,0,0,0,4,0,37,1
1134,3,848,1,1,0,0,0,0,4,0,23,1
875,1,704,2,1,0,0,0,0,4,2,29,0
1300,1,900,1,1,1,0,0,1,4,5,26,0
599,3,600,1,1,1,0,0,0,0,4,22,1
1700,0,903,2,2,0,0,0,1,4,5,14,0
810,3,1080,2,2,1,0,0,0,3,4,27,1
700,3,400,2,1,1,0,0,0,0,4,12,0
995,1,942,3,1,0,0,0,0,3,0,14,1
1650,2,950,2,1,1,0,0,0,2,1,34,0
1000,2,950,2,2,1,0,0,1,4,4,34,0
1700,0,903,2,2,0,0,0,1,4,5,14,0
1740,2,1250,2,2,0,0,0,0,4,0,34,1
1050,3,1130,2,1,1,0,0,0,0,2,22,1
725,0,674,1,1,1,0,0,0,1,5,10,1
995,1,942,3,1,0,0,0,0,3,0,14,1
860,3,733,2,1,1,1,0,0,0,4,20,1
1085,0,641,1,1,0,0,0,0,1,4,10,1
1900,2,1020,2,1,1,0,0,0,4,4,30,1
945,3,960,2,2,1,0,0,0,3,4,18,1
1275,3,1450,3,1,1,0,0,0,3,5,19,0
1200,1,1500,3,2,1,0,0,0,4,0,23,0
722,3,700,2,1,1,0,0,0,0,4,22,1
825,2,621,1,1,1,0,0,0,0,4,34,1
1700,0,903,2,2,0,0,0,1,4,5,14,0
725,0,674,1,1,1,0,0,0,1,4,10,1
753,3,1005,2,2,0,0,0,0,4,4,18,1
675,3,1000,3,2,1,0,0,0,3,4,24,0
725,0,674,1,1,1,0,0,0,1,4,10,1
946,3,1408,2,2,0,0,0,0,4,4,29,1
800,3,1100,2,1,1,0,0,0,0,4,22,1
2750,2,1430,2,1,1,0,0,0,4,4,30,1
950,2,454,1,1,0,0,0,0,0,4,34,1
599,3,752,1,1,1,1,0,0,1,4,25,1
409,3,1189,4,2,0,1,0,1,4,4,18,1
875,1,980,2,2,0,0,0,0,3,4,34,0
1750,0,817,2,2,0,0,0,1,4,1,14,0
2219,2,943,1,1,1,1,0,0,1,2,34,1
595,1,1037,3,1,0,0,0,0,3,1,27,0
655,3,1000,3,2,1,0,0,0,3,4,24,1
1750,0,817,2,2,0,0,0,1,4,1,14,0
1150,2,955,2,2,0,0,0,0,4,4,37,1
685,3,958,2,1,1,1,0,0,1,4,25,1
945,1,817,2,1,1,0,0,0,3,0,14,1
1650,1,1076,2,1,0,0,0,0,4,0,24,1
1395,1,2400,4,2,0,0,0,0,3,1,18,1
650,0,650,2,1,1,0,0,0,4,4,14,0
929,3,636,1,1,1,0,0,0,4,3,27,1
1500,2,715,1,1,0,1,0,0,4,5,31,1
1525,3,1350,2,2,1,0,0,0,4,0,29,1
650,1,866,3,1,0,0,0,0,3,2,14,1
1570,3,1349,3,2,1,0,0,0,4,0,29,1
999,1,1216,3,2,1,0,0,0,3,4,15,1
1550,3,1426,2,2,1,0,0,0,4,0,29,1
1264,3,934,2,2,1,0,0,0,4,3,27,1
1430,3,1203,2,2,1,0,0,0,4,0,29,1
1095,0,1056,2,2,1,0,0,0,3,4,10,1
1095,0,1056,2,2,1,0,0,0,3,4,10,1
990,0,1238,3,2,1,0,0,0,3,4,10,1
1095,0,1056,2,2,1,0,0,0,3,4,10,1
990,0,1238,3,2,1,0,0,0,3,4,10,1
1385,3,1175,2,2,1,0,0,0,4,0,29,1
901,2,1065,2,1,1,0,0,0,4,4,34,1
705,3,800,2,1,1,0,0,0,3,1,22,1
1035,2,1085,2,1,1,0,0,0,4,4,35,1
995,1,1145,2,1,1,0,0,0,4,4,34,1
1200,2,855,2,1,1,0,0,0,1,1,37,1
619,2,630,1,1,1,0,0,0,1,4,35,1
1250,2,884,2,1,0,0,0,0,1,1,37,0
829,3,570,1,1,0,0,0,0,0,4,22,1
1059,1,1456,3,2,1,0,0,0,3,4,15,1
650,0,700,2,1,1,0,0,0,0,4,14,0
1249,2,1005,2,2,1,1,0,0,4,1,37,1
950,1,1095,2,1,0,0,0,0,3,4,12,0
1185,3,1030,2,2,1,0,0,0,4,0,29,1
965,3,690,1,1,1,0,0,0,4,0,29,1
892,3,893,1,1,0,0,0,0,4,4,29,1
800,1,840,3,1,1,0,0,0,3,4,32,1
925,3,950,2,1,1,0,0,0,0,4,23,1
550,2,645,2,1,1,0,0,0,0,4,28,0
2125,1,1232,4,1,1,0,0,0,3,4,19,1
1123,2,480,1,1,0,0,0,0,0,4,34,1
1950,1,1590,2,2,0,1,0,0,4,0,24,1
850,3,950,2,1,1,0,0,0,0,4,23,1
560,2,700,1,1,1,0,0,0,1,4,36,1
1205,3,976,2,2,1,0,0,0,4,1,22,1
850,3,950,2,1,1,0,0,0,0,4,23,1
475,3,450,1,1,0,0,0,0,2,5,18,0
850,3,950,2,1,1,0,0,0,0,4,23,1
925,1,700,2,1,1,0,0,0,3,0,14,1
775,2,1020,2,2,1,0,0,0,3,4,35,0
650,1,866,3,1,0,0,0,0,3,2,14,1
0,2,820,2,1,0,1,0,0,0,4,34,1
1450,1,1356,3,2,0,0,0,1,4,4,24,1
685,3,958,2,1,1,1,0,0,1,4,25,1
1660,3,838,1,1,1,0,0,0,4,2,20,1
1025,2,884,2,1,0,0,0,0,1,1,37,0
1275,3,821,1,1,0,1,0,0,4,0,12,1
1540,3,722,1,1,1,0,0,0,4,2,20,1
1060,2,765,2,1,1,0,0,0,0,4,34,1
975,3,604,1,1,0,0,0,0,4,4,12,0
650,1,866,3,1,0,0,0,0,3,2,14,1
800,2,630,1,1,1,0,0,0,0,4,34,1
1050,2,763,2,1,0,1,0,0,1,1,37,1
1275,3,639,1,1,0,0,0,0,4,0,12,0
934,3,724,1,1,0,0,0,0,4,0,29,1
1275,1,1434,3,1,0,0,0,0,3,0,26,0
615,0,600,1,1,0,0,0,0,1,4,13,1
1180,3,1218,2,2,1,0,0,0,4,0,23,1
873,2,1300,3,2,1,0,0,0,1,1,37,1
560,2,700,1,1,1,0,0,0,1,4,36,1
0,3,650,1,1,1,0,0,0,4,4,23,0
525,0,770,1,1,0,0,0,0,1,4,10,1
545,3,643,1,1,1,0,0,0,1,4,24,1
1099,2,1002,2,2,0,0,0,0,4,1,37,1
615,3,843,2,1,1,0,0,0,1,4,24,1
1390,3,1120,2,2,1,0,0,0,4,0,23,1
1770,2,865,1,1,0,0,0,0,4,4,34,1
1345,3,1341,3,2,1,0,0,0,4,0,23,1
2300,1,2100,4,2,1,0,0,0,3,2,26,1
625,0,750,2,1,1,0,0,1,4,4,14,1
615,3,843,2,1,1,0,0,0,1,4,24,1
375,3,600,1,1,1,0,0,0,1,4,23,0
575,1,1100,3,3,1,0,0,0,4,4,14,1
1175,3,1050,2,2,0,0,0,0,4,2,12,1
1025,3,724,1,1,1,0,0,0,3,4,27,1
545,3,643,1,1,1,0,0,0,1,4,24,1
1650,1,1076,2,1,0,0,0,0,4,0,24,1
1800,3,873,1,1,0,0,0,0,4,4,19,1
590,3,840,1,1,1,0,0,0,1,4,18,0
999,1,1216,3,2,1,0,0,0,3,4,15,1
1510,3,615,1,1,1,0,0,0,4,4,19,1
825,1,966,3,1,0,0,0,0,3,4,14,1
530,1,667,1,1,0,1,0,0,4,4,18,1
450,3,933,2,2,0,0,0,0,0,1,22,1
715,2,754,1,1,0,0,0,0,0,4,28,1
599,3,850,2,1,1,0,0,0,0,4,12,1
650,1,1400,3,1,0,0,0,0,4,2,35,1
675,2,700,2,1,1,0,0,0,3,4,35,0
599,0,800,2,1,1,0,0,0,0,1,12,1
999,1,1456,3,2,1,0,0,0,4,4,22,1
1110,2,728,1,1,0,1,0,0,4,4,37,1
499,3,1510,4,4,1,0,0,0,4,4,18,1
945,2,935,2,1,0,0,0,0,3,1,37,1
1950,1,1590,2,1,0,1,0,0,4,0,24,1
795,2,1185,3,1,1,0,0,0,3,5,34,0
1665,3,950,2,1,1,0,0,0,0,4,19,1
770,2,1010,2,2,1,0,0,0,0,4,28,1
825,1,966,3,1,0,0,0,0,3,4,14,1
930,3,920,2,1,1,0,0,0,0,4,22,1
1215,2,855,2,1,1,0,0,0,1,1,37,1
1240,0,1018,2,2,1,0,0,0,4,0,13,1
1095,0,1056,2,2,1,0,0,0,3,4,10,1
1070,0,1238,3,2,1,0,0,0,3,4,10,1
990,0,1238,3,2,1,0,0,0,3,4,10,1
1095,0,1056,2,2,1,0,0,0,3,4,10,1
695,3,700,1,1,1,0,0,0,4,2,23,1
990,0,1238,3,2,1,0,0,0,3,4,10,1
1495,2,1439,3,2,0,1,0,0,4,4,37,0
825,1,966,3,1,0,0,0,0,3,4,14,1
1200,3,883,2,2,1,0,0,0,4,4,27,1
1380,3,1367,3,2,1,0,0,0,4,0,23,1
575,0,800,2,1,0,0,0,0,3,4,14,1
875,3,852,2,1,1,0,0,0,3,4,18,1
1485,3,1356,3,2,1,0,0,0,4,4,27,1
1395,2,1009,2,2,0,0,0,0,4,1,37,1
1100,1,2638,5,1,1,0,0,0,3,4,34,0
1375,1,1858,3,2,0,0,0,0,3,0,12,0
945,3,933,2,1,0,0,0,0,4,1,22,1
631,0,650,1,1,1,0,0,0,4,4,14,1
575,0,800,2,1,0,0,0,0,3,4,14,1
1250,2,961,2,2,0,0,0,0,4,1,37,1
1425,0,1230,3,2,0,0,0,0,4,1,13,1
2100,3,2166,3,2,0,0,0,0,3,0,19,0
1350,1,1700,2,2,0,0,0,0,4,4,34,0
985,3,1094,3,1,0,0,0,0,0,4,29,1
1030,3,1095,2,2,1,0,0,0,4,0,23,1
799,1,864,2,1,1,0,0,0,4,1,22,1
1750,3,1130,2,2,1,0,0,0,4,4,19,1
800,3,1153,3,2,0,0,0,0,1,4,18,1
800,3,1153,3,2,0,0,0,0,1,4,18,1
1650,1,1076,2,2,0,0,0,0,4,0,24,1
1350,1,1700,2,2,0,0,0,0,4,4,34,0
725,1,775,2,1,0,0,0,0,4,0,12,0
575,0,800,2,1,0,0,0,0,3,4,14,1
945,3,960,2,2,1,0,0,0,3,4,18,1
807,3,860,2,1,1,0,0,0,0,4,29,1
1430,3,1267,2,2,0,0,0,0,4,0,23,1
1395,2,1052,3,2,0,1,0,0,3,1,37,1
2275,1,1543,3,2,0,0,0,0,4,0,28,1
1350,1,1600,2,1,0,0,0,1,4,4,34,0
725,0,775,2,1,0,0,0,0,4,0,12,0
999,1,1216,3,2,1,0,0,0,3,4,15,1
833,3,1265,2,2,1,0,0,0,3,4,12,1
630,2,806,2,1,1,0,0,0,0,4,28,1
580,3,693,1,1,0,0,0,0,1,4,25,1
500,1,3250,4,3,1,0,0,0,4,4,24,0
980,3,1025,2,2,1,0,0,0,4,4,23,1
1195,2,1195,3,2,1,0,0,0,4,4,28,1
500,1,2750,4,3,1,0,0,0,4,4,24,0
1195,1,1804,2,1,1,0,0,0,3,4,13,1
1095,1,900,2,1,0,0,0,1,4,4,34,0
500,1,2750,4,3,1,0,0,0,4,4,24,0
1065,3,950,2,2,0,0,0,0,4,4,18,1
1320,0,1168,2,2,1,0,0,0,4,0,13,1
495,2,30,1,1,0,0,0,0,2,4,35,0
409,3,1189,4,2,1,0,0,0,4,4,18,0
1030,3,1040,2,2,0,0,0,0,4,2,26,1
1400,1,1558,3,1,0,0,0,0,4,0,26,1
575,3,627,1,1,1,0,0,0,1,4,25,1
1600,3,953,2,2,1,0,0,0,4,2,22,1
744,3,786,1,1,0,0,0,0,0,4,29,1
1284,3,1331,3,2,1,0,0,0,4,4,26,1
665,1,840,2,2,1,0,0,0,3,4,16,1
1095,2,1023,2,2,0,0,0,0,4,0,28,1
1300,1,1262,3,1,0,0,0,0,3,0,12,0
479,0,850,3,1,1,0,0,1,1,4,13,0
820,0,1000,3,1,1,0,0,0,3,4,10,0
738,0,800,2,1,1,0,0,0,3,4,10,0
669,0,600,1,1,1,0,0,0,3,4,10,0
1007,3,1120,2,2,0,0,0,0,4,4,29,1
997,3,773,1,1,0,0,0,0,4,4,29,1
1350,2,425,1,1,0,0,0,1,4,4,37,1
735,3,750,2,1,1,0,0,0,0,4,12,1
1090,2,882,2,1,0,1,0,0,3,1,37,1
600,0,700,1,1,1,0,0,0,0,4,14,1
600,0,700,1,1,1,0,0,0,0,4,14,1
1650,1,1076,2,1,0,0,0,0,4,0,24,1
1450,2,800,1,1,0,0,0,1,0,4,37,1
545,1,1100,2,2,1,0,0,0,4,4,14,1
1400,0,1143,2,2,1,0,0,0,4,4,14,1
1000,0,773,1,1,1,0,0,0,4,4,14,1
1150,1,1286,3,1,0,0,0,0,3,2,12,0
1650,1,1076,2,1,0,0,0,0,4,0,24,1
795,3,933,2,1,0,0,0,0,0,4,29,1
1000,1,1367,3,2,1,1,0,0,0,0,24,1
885,3,960,2,1,1,0,0,0,0,4,22,1
789,3,960,2,1,1,0,0,0,0,4,22,1
1200,1,972,4,1,0,0,0,0,3,2,12,0
789,3,960,2,1,1,0,0,0,0,4,22,1
1325,2,981,2,2,0,0,0,0,4,1,37,1
1000,3,1084,2,2,1,0,1,0,4,0,22,1
1950,0,3084,4,3,1,0,0,0,3,0,13,1
539,0,1064,4,2,1,0,0,1,1,4,13,0
750,2,1266,4,4,0,0,0,1,4,4,37,0
800,2,1040,3,3,0,0,0,1,4,4,37,0
1320,2,1029,2,2,0,0,0,0,4,4,37,1
1610,1,1399,3,2,0,0,0,0,3,0,37,1
2350,1,1800,3,1,0,0,0,0,3,0,30,0
1196,2,943,2,1,1,0,0,0,4,1,37,1
1129,2,1124,3,2,0,0,0,0,4,1,32,1
400,1,2000,3,2,0,0,0,1,4,5,14,0
2000,1,1400,3,2,0,0,0,0,4,0,37,1
1380,2,882,2,1,1,0,0,0,3,1,37,0
1100,1,1219,3,1,0,0,0,0,3,0,12,0
900,0,890,2,2,0,0,0,0,4,1,13,1
900,0,700,2,1,1,0,0,0,4,1,13,0
975,2,823,1,1,0,0,0,0,4,1,37,1
700,1,1100,2,1,1,0,0,0,4,2,23,0
650,2,825,2,1,1,0,0,0,0,4,28,0
1090,2,882,2,1,0,1,0,0,3,1,37,1
1000,1,864,3,1,0,0,0,0,3,2,12,0
900,1,1450,4,2,1,0,0,0,3,4,35,0
1400,1,1600,3,2,0,0,0,0,4,0,24,1
1695,1,1347,3,2,0,0,0,0,3,0,37,0
815,1,1043,3,1,0,0,0,0,3,4,20,0
875,1,1250,3,2,0,0,0,0,4,0,24,1
1610,1,1399,3,2,0,0,0,0,3,0,37,1
1200,1,2000,3,2,0,0,0,0,4,0,24,1
815,1,1043,3,1,0,0,0,0,3,4,20,0
1000,1,1399,3,2,0,0,0,0,3,4,12,0
815,1,1043,3,1,0,0,0,0,3,4,20,0
875,1,1500,3,2,0,0,0,0,4,0,24,1
800,2,756,3,3,0,0,0,1,4,4,37,0
875,1,1312,3,1,0,0,0,0,3,4,20,0
995,1,1850,4,2,0,0,0,0,4,0,24,1
180,3,800,2,1,1,0,0,0,1,4,25,1
1550,1,1024,2,1,1,0,0,0,4,0,30,1
1340,2,963,2,2,0,1,0,0,4,4,37,1
1050,2,763,2,1,0,1,0,0,1,1,37,1
1400,2,0,1,1,1,0,0,0,0,5,31,1
875,1,1312,3,1,0,0,0,0,3,4,20,0
750,2,1266,4,4,0,0,0,1,4,4,37,0
875,1,1312,3,1,0,0,0,0,3,4,20,0
1275,1,1006,3,1,0,0,0,0,3,2,12,0
1600,1,2500,4,3,1,0,0,1,4,4,34,1
1320,2,1029,2,2,0,0,0,0,4,4,37,1
355,0,900,2,1,0,0,0,1,1,4,14,1
575,0,900,1,1,0,0,0,1,1,4,14,0
595,0,900,1,1,0,0,0,1,1,4,14,0
850,2,1214,3,1,0,0,0,0,3,4,34,0
1900,2,862,1,1,1,0,0,1,4,4,31,0
750,2,1214,2,1,0,0,0,0,3,4,34,0
1695,1,2100,3,2,0,0,0,0,4,0,10,1
1480,1,1176,4,2,1,0,0,1,4,0,12,0
1000,1,886,2,1,0,0,0,0,3,2,12,0
825,0,1200,3,1,1,0,0,0,3,5,15,0
900,1,814,2,1,0,0,0,0,3,2,12,0
600,1,2000,2,1,1,0,0,0,4,1,24,0
825,0,1200,3,1,1,0,0,0,3,5,15,0
900,1,1200,3,1,0,0,0,0,4,4,20,0
700,3,450,1,1,0,0,0,1,2,5,26,0
800,1,1400,2,1,0,0,0,0,4,4,22,0
850,1,1200,3,1,1,0,0,0,3,4,14,0
935,1,1566,3,2,1,0,0,0,3,4,27,1
675,3,1020,2,2,0,0,0,0,4,2,23,0
850,3,800,1,1,0,0,0,0,0,2,23,1
775,1,981,2,1,0,0,0,0,3,2,12,0
1050,2,763,2,1,0,1,0,0,4,4,37,1
975,1,825,3,1,1,0,0,0,3,4,34,0
1600,1,900,2,1,0,0,0,0,1,4,19,0
1450,1,2740,4,4,1,0,0,0,3,0,35,1
900,1,2016,4,2,1,1,0,1,4,0,23,1
700,1,925,3,1,1,0,0,0,4,0,14,1
1350,1,1264,3,1,1,0,0,0,3,0,34,0
730,0,760,1,1,1,0,0,0,0,4,12,0
1000,1,1362,3,2,1,1,0,0,3,0,25,1
675,1,1601,3,2,0,0,0,0,4,0,24,1
675,1,1601,3,2,0,0,0,0,4,0,24,1
950,1,1992,3,2,1,0,0,0,4,0,17,1
2000,1,3224,4,2,1,0,0,0,4,0,22,0
1050,1,725,1,1,1,0,0,0,2,3,16,0
1000,1,450,1,1,1,0,0,0,2,3,16,0
2200,1,2043,3,2,0,0,0,0,2,3,16,0
1200,1,865,1,1,1,0,0,0,2,3,16,0
549,3,650,1,1,1,0,0,0,1,4,25,1
619,3,945,2,1,1,0,0,0,0,4,25,1
659,3,1150,2,1,1,0,0,0,4,4,25,1
1595,2,1100,2,1,1,0,0,0,2,4,31,1
1800,1,1500,3,2,0,0,0,1,4,0,24,0
825,1,1200,3,1,0,0,0,0,1,4,12,0
1050,2,1600,2,1,0,0,0,0,4,4,34,0
650,2,750,1,1,1,0,0,0,2,5,34,0
800,3,1100,1,1,0,0,0,0,0,4,18,0
1100,3,1300,2,1,0,0,0,0,3,4,19,1
700,1,1000,2,1,0,0,0,0,3,4,20,0
625,0,600,1,1,1,0,0,0,0,4,14,1
700,2,1000,3,1,1,0,0,1,4,2,35,1
700,2,1000,3,1,1,0,0,1,4,2,35,1
650,1,925,2,1,0,0,0,0,3,5,10,1
1200,2,700,2,1,1,0,0,0,1,4,31,0
950,1,3000,3,2,0,1,0,0,4,2,25,0
925,2,553,1,1,1,0,0,0,0,4,28,1
540,2,522,1,1,1,0,0,0,0,4,28,1
950,3,1688,3,2,1,0,0,0,4,0,27,1
850,2,1500,3,2,1,0,0,0,1,0,35,1
850,2,1500,3,2,1,0,0,0,1,0,35,1
850,2,1500,3,2,1,0,0,0,1,0,35,1
899,1,1216,3,2,1,0,0,0,4,4,15,1
1500,1,2100,4,2,0,0,0,0,3,4,27,0
750,0,700,1,1,1,0,0,0,0,4,14,1
605,0,550,1,1,1,0,0,0,0,4,14,1
899,1,1216,3,2,1,0,0,0,4,4,22,1
605,0,550,1,1,1,0,0,0,0,4,14,1
615,0,550,1,1,1,0,0,0,0,4,14,1
795,2,708,1,1,1,0,0,0,4,4,34,0
475,2,1000,3,1,1,0,0,0,3,4,35,1
1310,3,1260,2,2,1,0,0,0,4,4,27,1
840,0,950,2,1,1,0,0,0,4,1,15,1
1290,1,1200,2,2,1,0,0,0,4,2,15,1
1360,1,1235,3,2,1,0,0,0,4,2,15,1
1290,1,1200,2,2,1,0,0,0,4,2,15,1
885,3,945,2,1,1,0,0,0,0,4,22,1
750,0,710,1,1,1,0,0,0,4,1,15,1
1600,1,1500,2,1,0,0,0,1,4,4,22,1
855,3,937,2,1,1,0,0,0,0,1,22,1
1671,3,832,1,1,0,0,0,0,4,0,20,1
1175,3,750,2,1,0,0,0,0,1,4,26,0
840,0,950,2,1,1,0,0,0,4,1,15,1
1195,3,1080,2,2,1,0,0,0,4,4,27,1
1035,3,762,1,1,1,0,0,0,4,0,27,1
1510,3,736,1,1,1,0,0,0,4,4,20,1
970,1,1158,2,2,1,0,0,0,3,2,12,1
895,3,1000,2,1,0,0,0,0,2,5,19,0
2040,3,964,1,1,0,0,0,0,4,4,19,0
795,1,1200,3,1,1,0,0,0,3,4,16,1
805,3,800,2,1,1,0,0,0,3,4,27,1
900,1,740,2,1,0,0,0,0,4,2,23,0
1950,2,850,2,1,0,0,0,0,4,4,32,1
795,1,1200,3,1,1,0,0,0,3,4,16,1
1214,3,1378,3,2,1,0,0,0,4,5,27,1
500,1,550,1,1,1,0,0,0,3,1,15,0
175,2,300,1,1,1,0,0,1,0,4,28,0
500,2,300,1,1,1,0,0,1,0,4,28,0
1140,3,980,3,1,1,0,0,0,3,5,27,1
885,3,744,1,1,1,0,0,0,4,4,27,1
584,0,621,1,1,1,0,0,0,1,4,14,1
684,0,810,2,1,1,0,0,0,1,4,14,1
1065,0,1100,2,2,1,0,0,0,3,4,10,1
1405,2,661,1,1,0,1,0,0,4,5,31,1
699,3,600,1,1,1,0,0,0,3,4,17,1
1250,2,1200,2,2,1,0,0,0,4,4,32,1
1300,1,1200,3,1,1,0,0,0,4,4,20,0
1524,0,1327,2,2,0,1,0,0,3,0,15,1
795,1,1200,3,1,1,0,0,0,3,4,16,1
840,0,930,2,1,0,0,0,0,3,4,14,1
560,2,700,1,1,1,1,1,0,1,4,36,1
888,3,800,2,1,1,0,0,0,3,4,27,1
325,1,975,1,2,0,0,0,0,0,4,36,0
175,0,300,1,1,1,0,0,1,0,4,10,0
450,0,300,1,1,1,0,0,1,0,4,10,0
1450,1,2000,3,2,0,0,0,0,3,4,10,1
1499,3,1294,2,2,1,1,0,0,3,0,22,1
745,3,700,1,1,1,0,0,0,0,4,23,1
1149,2,633,1,1,1,0,0,0,0,4,30,1
650,1,1125,2,2,1,0,0,0,3,5,15,0
840,3,731,2,1,1,0,0,0,0,4,22,1
850,2,350,1,1,0,0,0,0,2,4,34,0
635,3,506,1,1,1,0,0,0,0,4,22,1
540,3,425,1,1,1,0,0,0,0,4,12,0
1200,3,506,1,1,1,0,0,0,0,4,22,0
1079,3,950,2,1,1,0,0,0,0,1,22,1
1976,3,1310,2,3,1,0,0,0,4,4,20,1
690,3,506,1,1,1,0,0,0,0,4,22,1
735,3,646,2,1,1,0,0,0,0,4,22,1
815,3,1167,3,2,1,0,0,0,1,4,25,0
770,2,1010,2,2,1,0,0,0,0,4,28,1
1079,3,950,2,1,1,0,0,0,0,1,22,1
755,3,1024,2,2,1,0,0,0,1,4,25,0
395,2,2000,4,1,1,0,0,1,4,4,34,0
2169,3,791,1,1,0,1,0,0,4,2,19,1
745,3,1000,2,2,1,0,0,0,1,4,25,0
807,3,860,2,1,1,0,0,0,0,4,29,1
715,3,960,2,1,1,0,0,0,1,4,25,0
1030,3,1236,3,2,1,0,0,0,3,4,27,1
395,1,2000,6,2,1,0,0,1,4,4,34,0
1079,3,950,2,1,1,0,0,0,0,1,22,1
695,3,671,1,1,1,0,0,0,3,4,24,1
1084,3,953,1,1,0,0,0,0,4,0,29,1
1415,3,1419,3,2,1,0,0,0,4,0,23,1
685,3,918,2,2,1,0,0,0,4,4,18,1
1785,3,1060,2,2,0,0,0,0,4,0,20,1
1450,1,2800,4,2,1,0,0,0,0,4,16,0
1649,3,1050,2,1,1,0,0,0,4,4,20,1
1545,1,1000,2,1,1,0,0,0,4,4,20,1
1288,3,1267,2,2,0,0,0,0,4,4,29,1
1320,2,1029,2,2,0,0,0,0,4,4,37,1
1610,1,1399,3,2,0,0,0,0,3,0,37,1
1149,2,633,1,1,1,0,0,0,0,4,30,1
2300,2,1000,2,1,1,0,0,0,1,4,34,1
1235,0,1299,2,2,1,0,0,0,3,4,10,1
619,3,925,2,1,1,0,0,0,1,4,25,1
925,2,500,2,1,0,0,0,0,0,4,37,0
700,2,670,1,1,1,0,0,0,0,4,35,1
800,1,1000,2,1,0,0,0,0,3,4,10,1
750,0,1100,2,2,1,0,0,0,3,4,15,0
650,3,710,1,1,1,0,0,0,1,4,23,1
800,0,900,1,1,1,0,0,1,0,4,13,0
975,2,852,1,1,0,0,0,0,4,1,37,1
700,1,1400,3,2,1,0,0,0,3,2,15,1
779,3,900,2,1,1,0,0,0,1,4,17,1
2300,1,2190,3,2,1,0,0,0,0,2,19,0
1775,2,1048,2,2,0,0,0,0,4,4,31,1
880,3,1110,2,1,1,0,0,0,1,4,23,1
637,3,640,1,1,1,0,0,0,1,3,27,1
