price,type,sqfeet,beds,baths,smoking_allowed,wheelchair_access,electric_vehicle_charge,comes_furnished,laundry_options,parking_options,state,pets_allowed
629,3,850,2,1,1,0,0,0,1,4,22,1
750,1,1680,2,1,1,0,0,0,4,4,35,1
1050,3,800,2,1,0,0,0,0,4,4,16,0
540,2,588,1,1,1,0,0,0,0,4,35,0
750,2,900,2,1,1,0,0,0,0,4,34,0
1375,2,925,1,1,1,0,0,0,4,4,31,1
695,3,671,2,1,1,0,0,0,3,4,24,1
606,3,760,2,1,0,0,0,0,4,4,24,1
799,1,1216,3,2,1,0,0,0,4,5,27,1
720,1,968,2,1,1,0,0,0,4,4,14,1
1209,0,1664,4,4,1,1,0,0,4,4,14,1
565,0,1100,3,3,1,0,0,0,4,4,14,1
1230,1,1500,3,1,1,0,0,0,3,4,34,1
1150,2,850,1,1,1,0,0,0,4,4,31,1
935,3,600,1,1,1,0,0,0,1,5,22,0
900,1,980,3,2,1,0,0,0,3,4,27,0
465,0,525,1,1,1,0,0,0,1,4,14,1
1299,1,1848,4,2,1,0,0,0,4,5,22,1
695,3,920,2,1,1,0,0,0,1,4,27,1
935,2,760,1,1,0,0,0,0,0,4,34,1
869,3,1160,2,2,0,0,0,0,3,1,27,1
1088,3,650,1,1,0,0,0,0,0,4,23,1
540,2,588,1,1,1,0,0,0,0,4,35,0
675,2,900,2,1,1,0,0,0,0,4,34,0
680,3,872,2,2,1,0,0,0,1,4,16,1
735,3,1007,2,2,1,0,0,0,1,4,16,1
620,3,664,1,1,1,0,0,0,3,1,18,1
865,1,1525,2,2,0,0,0,0,3,4,18,1
820,0,960,2,1,0,0,0,0,3,4,10,1
1050,2,714,1,1,1,0,1,0,0,4,34,1
929,3,636,1,1,1,0,0,0,4,3,27,1
780,1,900,3,2,1,0,0,0,3,4,14,1
2440,3,1480,3,3,0,0,0,0,1,0,23,1
1050,2,975,2,2,1,0,0,0,3,4,34,1
2000,1,2144,4,2,1,0,0,0,4,0,33,1
725,1,925,2,2,1,0,0,0,3,2,15,1
810,3,960,3,2,0,1,0,0,3,4,24,1
1355,2,922,1,1,1,0,0,0,4,4,31,1
675,3,792,2,1,1,0,0,0,1,4,27,1
1115,3,900,2,2,1,0,0,0,4,1,22,1
1405,2,661,1,1,0,1,0,0,4,5,31,1
1550,2,747,2,1,0,0,0,0,3,0,31,1
845,3,852,2,1,1,0,0,0,3,4,18,1
310,0,1200,4,2,1,0,0,0,1,4,13,0
695,3,960,2,1,0,1,0,1,0,4,16,1
824,0,850,2,1,1,0,0,1,3,2,14,1
750,0,880,2,1,0,0,0,0,3,4,13,0
1599,3,960,2,1,1,0,0,0,4,4,22,1
1249,3,1032,2,1,0,0,0,0,0,4,22,1
795,3,1248,3,2,1,0,0,0,3,4,27,1
1575,2,1200,2,1,0,0,0,0,4,2,34,1
1199,3,600,1,1,0,0,0,0,0,4,23,1
675,3,792,2,1,1,0,0,0,1,4,27,1
519,2,660,2,1,1,0,0,0,1,4,35,1
949,1,1216,3,2,1,0,0,0,4,4,22,1
810,3,960,3,2,0,1,0,0,3,4,24,1
590,2,659,1,1,1,0,0,0,1,5,36,1
699,1,1068,3,2,1,0,0,0,3,4,16,1
1070,2,975,2,2,1,0,0,0,0,4,34,1
1560,2,922,1,1,1,0,0,0,4,4,31,1
695,3,960,2,1,0,1,0,0,0,4,16,1
1995,3,1055,2,2,1,1,1,0,4,1,22,1
1199,3,600,1,1,0,0,0,0,0,4,23,1
1065,3,802,1,1,0,1,0,0,3,4,27,1
695,3,920,2,1,1,0,0,0,1,4,27,1
795,3,1280,3,2,1,0,0,0,3,4,27,1
695,3,920,2,1,1,0,0,0,1,4,27,1
1355,2,922,1,1,1,0,0,0,4,4,31,1
695,3,920,2,1,1,0,0,0,1,4,27,1
695,3,920,2,1,1,0,0,0,1,4,27,1
1065,3,740,1,1,0,0,0,0,0,4,23,1
785,0,1250,2,1,0,0,0,0,3,4,10,1
599,3,590,1,1,1,0,0,0,1,4,24,1
425,3,550,1,1,1,0,0,0,1,5,16,1
2095,3,1108,2,2,1,1,1,0,4,1,22,1
795,3,1280,3,2,1,0,0,0,3,4,27,1
769,3,771,2,1,1,0,0,0,1,4,22,1
599,3,752,1,1,1,1,0,0,1,4,25,1
1250,1,1134,2,1,0,0,0,0,4,4,27,1
785,0,1250,2,1,0,0,0,0,3,4,10,1
630,3,790,2,1,1,0,0,0,3,5,27,1
720,1,968,2,1,1,0,0,0,4,4,14,1
921,3,1120,2,2,1,0,0,0,4,4,29,1
795,3,1248,3,2,1,0,0,0,3,4,27,1
2774,3,1347,3,2,1,1,1,0,4,1,22,1
1605,3,1316,2,2,1,0,0,0,4,0,18,1
1200,3,700,1,1,0,0,0,0,4,5,18,0
825,1,945,3,1,1,0,0,0,3,0,15,0
895,3,960,2,2,1,0,0,0,3,4,18,1
695,3,700,1,1,0,0,0,0,0,4,12,1
1625,3,1300,2,2,1,0,0,0,4,0,22,1
1025,3,950,2,2,1,1,0,0,3,4,27,1
829,3,750,1,1,0,0,0,0,0,5,22,1
800,1,612,1,1,1,0,0,0,1,0,36,0
1380,2,1100,2,1,1,0,0,0,3,4,34,1
650,0,864,2,1,1,0,0,0,4,5,15,1
1300,1,1100,2,1,1,0,0,0,4,2,37,0
675,1,1020,2,2,0,0,0,0,4,2,23,0
525,3,1000,2,2,0,0,0,0,0,4,23,0
756,2,684,1,1,1,0,0,0,0,4,34,0
680,2,740,2,1,1,0,0,0,0,4,34,0
1170,1,1262,2,2,1,0,0,0,4,5,27,0
1045,2,850,2,1,1,0,0,0,3,0,34,1
1625,3,1300,2,2,1,0,0,0,4,0,22,1
892,3,1100,2,2,1,0,0,0,4,4,17,0
895,2,725,1,1,1,0,0,0,2,5,35,1
765,3,960,2,1,0,1,0,0,0,4,16,1
970,2,800,1,1,1,0,0,0,0,4,34,1
550,0,700,1,1,1,0,0,0,2,4,15,0
1576,3,832,1,1,0,0,0,0,4,0,20,1
654,3,647,1,1,1,0,0,0,1,4,16,1
895,1,880,1,1,1,0,0,0,4,1,14,0
1245,1,1300,3,2,0,0,0,0,4,4,12,1
749,3,988,2,2,1,0,0,0,3,4,27,0
620,3,960,2,1,1,0,0,0,0,5,16,0
2250,3,1900,2,2,0,1,0,0,4,0,18,1
1025,2,1351,3,2,1,0,0,0,4,2,36,1
1200,2,1084,2,2,0,0,0,0,4,4,34,1
740,2,725,1,1,1,0,0,0,4,4,36,1
975,2,730,1,1,1,0,0,1,0,4,34,0
795,3,1280,3,2,1,0,0,0,3,4,27,1
518,3,580,1,1,0,0,0,0,0,4,16,1
477,1,1267,3,2,1,0,0,0,3,0,27,0
477,1,1267,3,2,1,0,0,0,4,0,27,1
1200,3,900,2,1,0,0,0,0,0,0,23,0
1705,2,1224,2,2,0,1,0,0,4,4,34,1
638,3,526,1,1,0,0,0,0,0,4,24,1
1380,0,1149,2,2,1,0,0,0,4,4,10,1
1220,0,874,1,1,1,0,0,0,4,4,10,1
1200,0,874,1,1,1,0,0,0,4,4,10,1
1025,3,1128,2,2,0,1,0,0,3,0,26,1
1005,3,625,1,1,0,0,0,0,0,4,23,1
1181,1,1400,3,2,1,0,0,0,3,4,20,1
945,2,564,1,1,0,1,0,0,1,1,37,1
550,3,900,1,1,0,0,0,0,3,4,17,0
799,1,1056,3,2,1,0,0,0,3,5,22,1
750,3,690,1,1,1,0,0,0,0,4,29,1
2115,0,979,2,2,1,1,0,0,4,4,10,1
950,2,1000,2,1,1,0,0,0,4,4,34,0
740,2,1010,2,2,1,0,0,0,0,4,28,1
1100,2,728,1,1,0,0,0,0,4,5,37,1
750,3,1200,2,1,1,0,0,0,3,4,18,0
1060,3,815,1,1,0,0,0,0,0,0,23,1
840,3,670,2,1,1,0,0,0,0,1,22,1
985,3,725,1,1,0,0,0,0,0,2,23,1
815,3,1167,3,2,1,0,0,0,3,4,25,0
750,2,800,2,1,0,0,0,0,1,2,35,0
1200,1,1500,2,2,1,0,0,0,3,4,34,1
965,3,751,1,1,1,0,0,0,4,0,23,1
795,3,1280,3,2,1,0,0,0,3,4,27,1
755,3,1024,2,2,1,0,0,0,1,4,25,0
595,2,645,2,1,1,0,0,0,0,4,28,0
705,3,800,2,1,1,0,0,0,3,1,22,1
570,3,576,1,1,1,0,0,0,1,4,16,1
574,2,813,2,1,1,0,0,0,0,4,35,1
820,2,864,2,1,1,0,0,0,1,4,35,1
899,3,493,1,1,0,0,0,0,3,4,25,1
1600,3,1600,1,1,1,0,0,0,4,4,34,1
870,2,720,1,2,0,1,0,0,0,4,37,1
745,3,1000,2,2,1,0,0,0,1,4,25,0
600,0,500,1,1,1,0,0,0,2,5,15,0
1,2,557,1,1,1,0,0,0,3,1,32,1
850,3,800,2,1,0,1,0,0,0,4,22,1
715,3,960,2,1,1,0,0,0,1,4,25,0
899,1,1256,3,2,1,0,0,0,4,4,22,1
850,2,800,2,1,1,0,0,0,1,4,34,1
1480,3,1026,1,1,1,0,0,0,1,4,19,1
645,2,640,1,1,1,0,0,0,3,4,36,1
645,3,750,1,1,1,0,0,0,1,4,25,0
765,3,960,2,1,0,1,0,0,0,4,16,1
705,3,800,2,1,1,0,0,0,3,1,22,1
623,3,742,2,1,0,0,0,0,0,4,16,1
1250,3,917,2,2,0,0,0,0,3,4,25,1
650,3,800,1,1,1,0,0,0,1,1,16,1
680,0,650,2,1,1,0,0,0,4,4,15,0
1600,1,1500,3,2,1,0,0,0,4,0,18,1
705,3,900,1,1,1,0,0,0,3,4,25,0
699,1,952,3,2,1,0,0,0,3,5,27,1
700,0,1100,2,2,1,0,0,0,3,4,15,0
1200,1,1075,2,1,1,0,0,0,4,1,22,1
705,3,900,2,1,1,0,0,0,1,4,23,0
1000,1,2400,3,2,1,0,0,0,3,2,15,0
1025,1,1152,3,1,0,0,0,0,3,2,35,1
975,3,990,2,2,0,0,0,0,4,4,16,1
785,2,500,1,1,0,1,0,0,0,4,37,1
695,3,960,2,1,0,1,0,0,0,4,16,1
1480,3,910,2,1,1,0,0,0,4,4,20,1
615,0,645,1,1,0,0,0,0,4,4,10,1
599,3,650,2,1,0,0,0,0,1,4,16,0
825,3,1115,2,2,1,0,0,0,3,4,18,1
409,3,1189,4,2,0,1,0,1,4,4,18,1
1165,2,969,2,1,0,1,0,0,4,1,37,1
1295,0,1196,2,2,1,0,0,0,4,5,10,1
1065,1,1257,3,1,0,0,0,0,3,2,35,1
1100,1,1380,3,2,0,0,0,0,4,0,13,0
580,2,1545,2,1,0,0,0,0,1,5,36,1
1485,3,710,1,1,0,1,0,0,4,0,31,1
595,3,674,2,1,0,0,0,0,1,4,16,1
949,1,1216,3,2,1,0,0,0,4,4,22,1
1100,3,1250,3,2,0,0,0,0,3,0,22,0
716,1,1085,2,1,1,0,0,0,1,5,27,1
1485,3,710,1,1,0,1,0,0,4,0,31,1
1275,3,813,1,1,1,0,0,0,1,4,23,1
925,3,1000,2,1,0,0,0,0,0,4,23,0
1075,2,900,2,1,1,0,0,0,4,4,34,1
810,3,960,3,2,0,1,0,0,3,4,24,1
1065,3,802,1,1,0,1,0,0,3,4,27,1
375,1,1800,1,1,1,0,0,0,4,4,34,0
879,1,1056,3,2,1,0,0,0,3,4,22,1
1000,3,800,2,1,1,0,0,0,3,4,19,0
1480,3,1026,1,1,1,0,0,0,1,4,19,1
375,1,1900,1,1,1,0,0,0,4,4,34,0
755,2,890,2,2,1,0,0,0,3,4,36,1
2000,1,3000,3,2,0,0,0,0,4,1,27,1
1050,3,725,1,1,0,0,0,0,0,4,23,1
800,3,1100,2,1,1,0,0,0,0,4,22,1
695,1,900,1,1,1,0,0,0,1,4,25,1
1100,1,754,2,1,1,0,0,0,3,2,13,0
1465,3,1186,2,2,0,0,0,0,4,4,26,0
1015,3,650,1,1,0,0,0,0,0,2,23,1
999,1,1050,3,2,1,0,0,0,4,4,22,1
800,3,1026,2,1,1,0,0,0,3,4,25,0
1549,3,1392,3,2,0,0,0,0,0,2,23,1
1125,3,670,2,1,0,0,0,0,0,3,23,0
1325,2,1050,2,2,1,0,0,0,4,4,34,1
3300,1,1400,2,2,1,0,0,0,0,4,19,0
950,3,1700,3,2,1,0,0,0,3,0,25,1
795,1,1000,2,1,1,0,0,0,1,4,25,1
525,3,1281,3,3,1,0,0,1,4,4,25,1
525,3,1281,3,3,1,0,0,1,4,4,25,1
750,1,1200,3,1,0,1,0,0,4,4,13,1
780,3,1120,2,2,1,0,0,0,3,4,25,0
980,3,966,2,2,0,0,0,0,4,1,22,1
1000,3,675,1,1,0,0,0,0,0,4,23,1
1032,1,1400,3,1,1,0,0,0,3,4,22,1
525,3,1281,3,3,1,0,0,1,4,4,25,1
935,3,675,1,1,0,0,0,0,4,2,23,1
749,3,1050,2,2,0,0,0,0,4,4,27,1
865,3,575,1,1,0,0,0,0,0,4,23,1
4200,1,2679,3,3,0,0,0,0,0,4,19,0
1125,3,790,2,1,0,0,0,0,0,4,23,1
605,3,750,1,1,1,0,0,0,1,4,25,0
945,3,550,1,1,0,0,0,0,0,4,23,1
1377,3,750,1,1,1,0,0,0,1,4,19,1
950,1,1370,3,2,1,0,0,0,3,0,24,1
840,3,1248,3,2,1,0,0,0,3,4,25,0
684,0,828,2,1,1,0,0,0,0,4,15,1
745,3,780,2,1,0,1,0,0,0,1,22,1
1440,3,1383,3,2,1,0,0,0,3,4,27,1
425,3,550,1,1,1,0,0,0,1,5,16,1
1125,3,785,2,1,0,0,0,0,0,2,23,1
775,1,1216,3,2,1,0,0,0,3,5,27,1
1485,3,710,1,1,0,1,0,0,4,0,31,1
505,0,550,1,1,1,0,0,0,0,4,12,1
785,3,576,1,1,0,0,0,0,3,4,22,1
595,3,552,1,1,1,0,0,0,1,4,25,0
1145,3,1295,3,2,1,0,0,0,4,2,12,1
625,3,650,2,1,0,0,0,0,4,4,23,0
949,0,972,2,2,1,0,0,0,3,4,10,1
1345,2,1186,2,2,0,0,0,0,4,0,28,1
455,3,935,2,1,1,0,0,0,4,2,24,0
699,3,576,1,1,1,0,0,0,3,4,17,1
772,2,640,1,1,1,0,0,0,4,4,34,1
520,3,800,1,1,1,0,0,0,2,4,32,1
890,2,780,2,1,1,0,0,0,0,4,34,1
908,1,1200,3,1,1,0,0,0,3,4,22,1
695,3,920,2,1,1,0,0,0,1,4,27,1
950,1,1370,3,2,1,0,0,0,3,0,24,1
1800,1,1800,3,3,0,0,0,0,4,5,20,0
695,3,920,2,1,1,0,0,0,1,4,27,1
1600,3,728,2,2,1,0,0,0,4,5,20,1
1145,3,1295,3,2,1,0,0,0,4,2,12,1
2056,3,964,1,1,0,0,0,0,4,4,19,0
1100,1,660,2,1,1,0,0,0,4,2,12,1
930,3,1000,2,1,1,0,0,0,1,1,22,1
600,1,560,2,1,1,0,0,0,0,5,28,1
695,3,920,2,1,1,0,0,0,1,4,27,1
1480,2,967,1,1,0,0,0,0,4,4,31,1
2400,3,1150,3,1,1,0,0,0,4,0,19,0
1570,2,1050,1,1,0,0,0,0,4,4,31,1
1390,3,1047,2,2,1,0,0,0,4,0,23,1
1605,2,1075,2,2,0,0,0,0,4,4,31,1
1660,2,1142,2,2,0,0,0,0,4,4,31,1
1670,2,1139,2,2,0,0,0,0,4,4,31,1
705,3,900,1,1,1,0,0,0,3,4,25,0
1600,3,1040,2,2,1,0,0,0,4,5,20,1
1250,1,1448,3,2,0,0,0,0,4,0,13,0
800,1,612,2,1,0,0,0,0,3,4,10,0
684,0,828,2,1,1,0,0,0,0,4,15,1
525,0,580,1,1,1,0,0,0,0,4,12,1
650,2,361,1,1,1,0,0,0,0,4,34,1
719,3,700,1,1,0,0,0,0,3,1,27,1
875,1,1054,2,2,0,0,0,0,4,2,12,0
1099,1,1456,3,2,1,0,0,0,4,4,15,1
1500,1,1605,3,2,1,0,0,0,3,0,13,0
1950,3,686,1,1,0,1,0,0,4,5,19,1
780,3,937,2,1,1,0,0,0,0,1,22,1
908,1,1200,3,1,1,0,0,0,3,4,22,1
995,1,1070,3,2,1,0,0,0,3,5,12,0
989,0,1057,2,2,1,0,0,0,3,4,10,1
1149,0,1416,3,1,1,0,0,0,3,1,15,1
1600,1,3000,5,3,0,0,0,0,3,0,15,0
900,3,820,2,2,1,0,0,0,3,4,27,1
1002,3,864,1,1,1,0,0,0,4,0,27,1
600,1,864,2,1,1,0,0,0,3,5,15,1
2800,1,1700,4,2,1,0,0,0,4,4,35,1
1119,3,962,2,1,0,0,0,0,0,4,22,1
2245,1,2700,5,2,1,0,0,0,4,2,23,1
875,1,1054,2,2,0,0,0,0,1,2,12,0
1500,1,3000,3,2,0,0,0,0,4,0,26,1
525,3,650,1,1,1,0,0,0,1,4,25,0
1575,2,797,1,1,1,0,0,0,4,4,30,1
1550,3,1500,3,2,0,0,0,0,1,4,22,1
1600,3,1652,4,2,0,0,0,0,4,4,22,1
1080,2,650,1,1,1,0,0,0,1,4,31,1
2505,0,1048,2,2,1,1,0,0,4,4,10,1
1385,2,825,3,1,1,0,0,0,1,4,31,1
1032,1,1400,3,1,1,0,0,0,3,4,22,1
2000,2,1314,1,1,0,0,0,0,4,4,34,0
1485,3,710,1,1,0,1,0,0,4,0,31,1
535,0,1100,2,2,1,0,0,0,4,4,14,1
745,1,1078,2,1,1,0,0,0,3,2,15,1
1275,1,960,2,2,1,0,0,0,4,1,13,1
895,3,1025,2,1,0,0,0,0,0,4,22,0
1415,3,775,2,1,1,0,0,0,1,4,19,1
825,1,11,1,1,1,0,0,0,3,4,22,1
1002,3,864,1,1,1,0,0,0,4,0,27,1
929,3,700,1,1,1,0,0,0,1,1,22,1
1800,3,1048,2,2,0,0,0,0,4,4,31,1
1550,3,1500,3,2,0,0,0,0,1,4,22,1
1475,3,817,1,1,0,0,0,0,4,4,31,1
1075,1,1010,3,2,0,0,0,0,3,4,27,1
999,3,900,2,1,0,0,0,0,0,4,22,1
1525,1,1198,2,2,0,0,0,0,3,0,37,1
930,2,635,1,1,1,0,0,0,0,4,34,1
1475,3,817,1,1,0,0,0,0,4,4,31,1
1625,3,1300,2,2,1,0,0,0,4,0,22,1
950,1,895,2,1,1,0,0,0,4,2,22,1
734,1,1216,3,2,1,0,0,0,3,4,16,1
990,3,912,3,1,1,0,0,0,4,4,27,1
625,3,792,1,1,1,0,0,0,0,4,16,1
1550,3,1500,3,2,0,0,0,0,1,4,22,1
1650,1,864,2,1,0,0,0,0,4,4,31,0
809,3,900,2,1,1,0,0,0,1,4,17,1
788,3,992,2,2,1,0,0,0,4,4,27,1
922,3,1048,3,2,1,0,0,0,3,4,18,1
2900,1,1934,3,1,0,0,0,0,4,2,37,1
1546,2,817,1,1,0,0,0,0,4,4,31,1
1265,3,950,2,1,0,0,0,0,4,4,22,1
1485,3,710,1,1,0,1,0,0,4,0,31,1
723,3,1275,3,2,1,1,0,0,0,4,25,0
875,2,1050,2,2,0,0,0,0,4,2,28,0
680,3,872,2,2,1,0,0,0,1,4,16,1
625,3,900,1,1,0,0,0,0,4,4,16,0
788,3,992,2,2,1,0,0,0,3,4,27,1
150,1,180,4,3,1,0,0,1,4,1,18,0
1125,2,795,2,1,1,0,0,0,1,4,31,1
935,1,1296,3,2,1,0,0,0,3,4,18,1
1229,2,1000,2,2,0,0,0,1,4,4,34,1
660,2,361,1,1,1,0,0,0,0,4,34,1
929,3,700,1,1,1,0,0,0,1,1,22,1
788,3,992,2,2,1,0,0,0,3,4,27,1
1025,3,1175,2,1,1,0,0,0,3,5,27,1
1000,2,850,1,1,1,0,0,0,4,4,31,1
1372,3,882,1,1,1,0,0,0,4,4,19,0
775,3,864,2,1,1,0,0,0,1,4,25,0
1791,3,1082,2,2,1,0,0,0,4,0,23,1
800,3,1026,2,1,1,0,0,0,3,4,25,0
1575,2,858,1,1,0,0,0,0,3,4,34,1
785,0,1250,2,1,0,0,0,0,3,4,10,1
3800,3,1153,2,2,1,0,0,0,4,4,19,0
915,2,495,1,1,1,0,0,0,1,4,31,1
475,0,300,1,1,1,0,0,1,0,4,10,0
475,0,300,1,1,1,0,0,1,0,4,10,0
872,3,757,1,1,1,0,0,0,0,1,22,1
850,2,1100,3,2,1,0,0,0,3,5,36,1
785,0,1250,2,1,0,0,0,0,3,4,10,1
890,3,834,2,1,1,0,0,0,0,2,22,1
780,3,1120,2,2,1,0,0,0,3,4,25,0
735,3,1007,2,2,1,0,0,0,1,4,16,1
658,3,752,2,1,1,0,0,0,1,4,24,1
1100,1,3600,4,2,1,0,0,0,3,2,27,0
1095,2,1037,2,2,0,0,0,0,4,1,37,1
785,0,1250,2,1,0,0,0,0,3,4,10,1
2900,1,1275,2,2,0,0,0,0,4,0,19,1
1000,2,930,2,2,0,0,0,0,4,2,28,1
840,3,1248,3,2,1,0,0,0,3,4,25,0
975,0,988,2,2,1,0,0,0,3,4,10,1
1260,3,1000,2,2,1,0,0,0,0,5,22,1
703,2,688,1,1,0,1,1,0,0,0,34,1
876,3,864,2,1,1,0,0,0,3,4,18,1
945,3,840,2,1,1,0,0,0,3,4,18,1
1316,2,1104,2,2,0,1,1,0,4,0,34,1
619,2,1042,4,2,0,1,0,1,4,0,37,1
893,2,1000,2,1,1,0,0,0,0,4,34,1
788,3,992,2,2,1,0,0,0,3,4,27,1
2000,3,1098,2,2,1,0,0,0,4,4,19,1
325,0,300,1,1,1,0,0,1,0,4,10,0
996,2,1102,3,2,0,0,0,0,4,4,37,0
950,1,1700,3,2,1,0,0,1,4,0,36,1
1639,2,670,1,1,0,1,0,1,4,0,37,1
995,0,822,1,1,0,0,0,0,4,0,13,1
915,2,1106,2,1,0,0,0,0,0,4,28,1
1325,3,950,2,1,1,0,0,0,0,4,19,1
850,1,1375,3,2,1,0,0,0,3,0,24,1
875,1,1081,3,2,1,0,0,0,3,5,15,0
1325,3,950,2,1,1,0,0,0,0,4,19,1
1850,3,848,1,1,1,0,0,0,4,4,19,0
1355,2,922,1,1,1,0,0,0,4,4,31,1
788,3,992,2,2,1,0,0,0,3,4,27,1
969,0,1086,2,2,1,0,0,0,4,4,10,1
450,3,475,1,1,0,0,0,0,1,4,16,1
1060,3,1073,2,2,1,0,0,0,1,4,18,1
1500,2,715,1,1,0,1,0,0,4,5,31,1
763,3,864,2,1,1,0,0,0,3,4,18,1
620,3,713,1,1,1,0,0,0,1,4,18,1
955,3,900,2,1,1,0,0,0,0,1,22,1
849,3,1428,4,2,1,0,0,0,4,4,18,1
1145,3,1295,3,2,1,0,0,0,4,0,12,1
575,3,750,1,1,1,0,0,0,1,4,17,1
1454,2,1041,2,2,1,0,0,0,4,2,37,1
1375,2,925,1,1,1,0,0,0,4,4,31,1
1418,2,922,1,1,1,0,0,0,4,4,31,1
25,3,768,1,1,1,0,0,0,0,4,22,0
1350,2,550,1,1,0,0,0,0,1,0,37,1
1995,1,2200,4,1,0,0,0,1,4,5,34,0
575,3,525,1,1,0,0,0,0,0,4,23,0
1652,3,948,1,1,1,0,0,0,4,4,20,1
1355,2,922,1,1,1,0,0,0,4,4,31,1
1410,2,1200,3,1,1,0,0,0,0,4,34,1
695,0,755,1,1,1,0,0,0,0,5,14,0
518,3,580,1,1,0,0,0,0,0,4,16,1
1440,2,922,1,1,1,0,0,0,4,4,31,1
595,0,728,2,1,0,0,0,0,0,4,14,1
850,1,1250,3,2,0,0,0,0,3,2,14,0
565,3,700,2,1,0,0,0,0,1,4,16,1
1084,3,1089,2,1,1,0,0,0,0,1,22,1
621,0,800,1,1,0,0,0,0,0,4,14,1
585,2,597,1,1,1,0,0,0,0,4,28,1
970,3,1175,2,1,1,0,0,0,3,5,27,1
795,2,795,3,1,1,0,0,0,0,4,28,0
960,3,920,2,1,1,0,0,0,3,5,12,1
699,1,1068,3,2,1,0,0,0,3,4,16,1
1483,3,692,1,1,1,0,0,0,4,1,22,1
419,3,1150,2,2,1,0,0,0,1,4,25,1
785,1,1577,2,1,0,0,0,0,3,1,16,1
869,3,1160,2,2,1,0,0,0,3,1,27,1
560,0,1958,5,5,0,0,0,1,4,4,15,1
950,3,750,1,1,1,0,0,0,0,4,19,0
2200,3,1000,2,1,0,0,0,0,4,5,19,0
1560,3,940,2,2,1,0,0,0,4,4,20,1
790,3,775,2,1,1,0,0,0,3,4,12,0
1060,2,915,2,1,0,0,0,0,4,1,37,1
779,3,1044,2,1,1,0,0,0,0,1,22,1
1545,2,850,2,1,1,0,0,0,1,4,34,1
1110,3,960,2,1,1,0,0,0,3,5,12,1
650,3,1000,2,1,1,0,0,0,1,4,17,1
750,1,1335,3,1,1,0,0,0,3,5,15,1
950,1,1088,3,2,1,0,0,0,3,4,14,1
699,2,940,2,2,1,0,0,0,3,4,35,1
816,3,888,1,1,1,0,0,0,4,4,29,1
1060,2,760,2,1,1,0,0,0,0,4,34,1
950,1,1700,2,2,0,0,0,0,4,0,36,0
1250,2,1061,2,2,0,1,0,0,4,1,37,1
1500,3,1040,2,1,0,0,0,0,4,4,19,1
469,3,625,1,1,1,1,0,0,1,4,22,1
1450,1,1290,4,1,0,0,0,0,2,4,30,0
1535,3,910,2,1,1,0,0,0,0,4,19,1
1049,1,1680,3,2,1,0,0,0,4,4,35,1
1200,1,900,2,2,1,0,0,0,4,2,12,1
539,0,1064,4,2,1,0,0,1,1,4,13,0
984,0,1020,2,1,0,0,0,0,4,2,15,1
1000,3,1198,2,2,1,0,0,0,4,4,29,1
670,1,1728,4,2,0,0,0,0,3,0,35,1
1595,1,800,2,1,1,0,0,0,0,4,19,1
1595,1,800,2,1,1,0,0,0,0,4,19,1
995,1,1200,2,2,0,1,0,0,4,0,35,1
1140,2,647,1,1,1,0,0,0,4,4,31,1
441,3,625,1,1,1,0,0,0,0,4,23,0
650,1,1133,3,1,1,0,0,0,3,4,18,0
1975,2,1350,2,1,1,0,0,0,4,4,30,1
768,3,756,1,1,1,1,0,0,4,4,27,1
930,1,1114,2,2,1,0,0,0,3,2,12,1
675,3,734,1,1,1,0,0,0,4,4,22,1
530,1,734,1,1,0,0,0,0,4,4,35,1
795,3,837,2,1,1,0,0,0,3,4,24,1
550,1,898,2,1,1,0,0,0,3,4,18,0
1210,3,1160,2,2,1,0,0,0,4,4,22,1
1685,0,753,1,1,1,1,0,0,4,4,10,1
1900,2,1795,2,2,1,0,0,0,4,4,34,0
1300,1,1400,3,1,1,0,0,0,1,4,22,1
1055,3,1152,2,2,1,0,0,0,2,4,27,1
623,3,723,2,1,0,0,0,0,0,4,16,1
722,0,790,2,2,0,0,0,0,3,4,10,1
1705,2,754,1,1,0,0,0,0,4,4,34,1
1625,3,900,2,1,1,0,0,0,0,4,19,1
905,2,1700,4,4,0,0,0,1,4,4,34,1
1625,3,900,2,1,1,0,0,0,0,4,19,1
625,1,1749,3,1,0,0,0,0,3,0,35,1
955,3,927,1,1,1,0,0,0,2,4,27,1
695,3,671,1,1,1,0,0,0,3,4,24,1
832,3,635,1,1,1,0,0,0,4,4,18,1
885,2,985,2,1,1,0,0,0,0,4,34,0
785,1,1698,2,1,1,0,0,0,3,1,16,1
1015,0,610,1,1,1,0,0,0,4,4,14,1
899,3,1100,2,1,0,0,0,0,3,2,22,0
1119,3,962,2,1,0,0,0,0,0,4,22,1
1119,3,962,2,1,0,0,0,0,0,4,22,1
1119,3,962,2,1,0,0,0,0,0,4,22,1
885,2,985,2,1,1,0,0,0,0,4,34,0
570,3,594,1,1,1,0,0,0,1,4,27,1
615,1,750,2,1,0,0,0,0,4,4,35,1
695,3,920,2,1,1,0,0,0,1,4,27,1
799,1,864,2,1,1,0,0,0,4,1,22,1
425,0,500,1,1,1,0,0,0,2,4,15,0
1295,2,840,1,1,1,0,0,0,4,4,31,1
1215,3,1390,3,2,1,0,0,0,2,4,27,1
570,3,594,2,1,1,0,0,0,1,4,27,1
675,3,792,2,1,1,0,0,0,1,4,27,1
